,run,Unnamed: 0,Iteration,pod,cpu throttled total,cpu usage,latency95,median latency,memory usage,average response time,average rps,cpu limit,memory limit,number of pods,RPS,rps delta,ratio response time,ratio cpu usage,ratio memory usage
23,1,23,24,webui,264.838314625,31.159715368719468,4499.130275974741,41.43663569207978,58.668928571428566,1371.5779528301152,11.27144287971443,300.0,600.0,4.0,10.0,0.1271442879714429,36.16820415107822,27.197935544770804,51.20950942216683
24,1,24,25,webui,258.25335238,28.53685498678706,3666.735499411366,39.93244919610832,58.83257142857141,1158.9339541719517,12.114360100288172,300.0,600.0,5.0,10.0,0.2114360100288172,31.48929146740473,22.50313622960985,46.393247265978886
25,1,25,26,webui,125.0286791,72.41524144463855,9693.39544089544,1141.2570290820315,70.04714285714286,2870.2434926423684,10.816666666666668,350.0,400.0,1.0,10.0,0.0816666666666668,1048.0543717069988,66.50133005999307,64.32662619047619
26,1,26,27,webui,190.1652043,52.75149260434284,3788.669871794871,106.41361089890502,83.99285714285715,1955.0013105373084,11.12857142857143,350.0,400.0,2.0,10.0,0.1128571428571429,94.40407481174287,46.79810986756699,74.51366326530612
27,1,27,28,webui,212.069894725,28.57768202324798,1142.0833611129622,25.4689149015236,82.58904761904763,1352.8394180760326,11.014308573714514,350.0,400.0,3.0,10.0,0.1014308573714513,22.885581026741527,25.679023233941223,74.211969709556
28,1,28,29,webui,205.56848055,24.860989104519472,1101.3560173160135,29.781343823432916,82.49535714285716,1035.3685543775557,8.771467153571814,350.0,400.0,4.0,10.0,-0.1228532846428185,33.44007973321876,27.91524327547901,92.63018273563956
29,1,29,30,webui,212.91591533,24.312918560347445,2403.337962962962,37.77003205128205,83.10742857142857,851.9367378002844,11.05714285714286,350.0,400.0,5.0,10.0,0.1057142857142858,33.77720009157508,21.742695741110712,74.32178612244897
30,1,30,31,webui,150.37269595,63.799003349773386,11767.599206349205,1141.2570290820315,69.8957142857143,2815.332845748224,12.7001800792018,350.0,450.0,1.0,10.0,0.27001800792018,833.0970795643984,46.572123557974685,51.02261275212766
31,1,31,32,webui,187.00250742500003,50.91884693742461,3788.737417582416,118.93095169365309,74.23928571428573,2145.2206564038524,11.45738166870623,350.0,450.0,2.0,10.0,0.1457381668706229,101.59817280964148,43.4980275255985,63.419788304501296
32,1,32,33,webui,235.67496688,30.24436481360216,2559.798419189045,34.83538289376789,76.24809523809525,1587.0457096698156,11.128715895608805,350.0,450.0,3.0,10.0,0.1128715895608804,30.903457853586406,26.83063528183172,67.64185152758203
33,1,33,34,webui,185.19514654,28.087755675646623,3052.3285399525994,42.35078814456028,76.36535714285718,1202.0712722261376,11.35725064044827,350.0,450.0,4.0,10.0,0.1357250640448269,36.60272471129094,24.27554323769404,66.00066415383681
34,1,34,35,webui,216.0822457,21.75358943526172,1060.6394046932762,29.806646973322177,76.10171428571427,1014.8903704103432,11.214297402571662,350.0,450.0,5.0,10.0,0.1214297402571661,26.18723357341462,19.112056720476858,66.86070288687492
35,1,35,36,webui,150.6096315,70.12381757395914,10341.31864143116,1141.2570290820315,61.54285714285714,3107.084449519461,10.9,350.0,500.0,1.0,10.0,0.0899999999999998,1038.543896464649,63.812673992302834,56.00400000000001
36,1,36,37,webui,189.37810617500003,38.943187770514434,5342.94521299956,115.63504749725978,66.53142857142856,2274.8097496636506,9.72857142857143,350.0,500.0,2.0,10.0,-0.027142857142857,118.7737130721854,40.00021715285697,68.33728163265305
37,1,37,38,webui,195.12795108333333,37.79622325346443,1235.1040181075462,31.47958908277914,67.27095238095238,1480.8735364341517,11.728657151429427,350.0,500.0,3.0,10.0,0.1728657151429429,26.037847403578542,31.262552091051976,55.64211108927219
38,1,38,39,webui,217.0964681,25.321554021673457,3287.747374140464,56.30006521802632,66.12142857142855,1096.262916416945,11.257084322142273,350.0,500.0,4.0,10.0,0.1257084322142271,49.22267228590949,22.13842116438103,57.80940744994927
39,1,39,40,webui,188.97885438333333,26.420261354835016,1370.4525337621658,32.818015289576785,68.36657142857143,967.3368810025624,11.742911466571972,350.0,500.0,5.0,10.0,0.1742911466571973,27.09812577374301,21.815443708317986,56.45088330126453
40,1,40,41,webui,150.49284735,67.31065335889969,10014.766112266112,1141.2570290820315,54.527142857142856,2523.7523952823976,11.383098405830983,350.0,550.0,1.0,10.0,0.1383098405830983,983.4099513253552,58.00092762328608,46.9855024211196
41,1,41,42,webui,189.11072065,44.03683992881378,6031.737168109919,124.3376156948489,63.007857142857134,1995.1375882587456,10.6427943005708,350.0,550.0,2.0,10.0,0.06427943005708,116.34526462332776,41.20617695667477,58.95774799659636
42,1,42,43,webui,198.81705940000003,38.75086395411701,3019.507575757574,56.55151946818612,63.5604761904762,1445.0772584945291,11.114285714285714,350.0,550.0,3.0,10.0,0.1114285714285713,50.2500644417311,34.43291054208683,56.47802312925171
43,1,43,44,webui,201.8814306875,25.36806949031357,1261.5642857142818,30.30234315948601,62.23107142857141,1117.4592547906982,11.171428571428573,350.0,550.0,4.0,10.0,0.1171428571428572,26.752640103660504,22.39638135001969,54.941145918367326
44,1,44,45,webui,214.02363678571427,20.70882670075414,3020.060273249057,24.088461680040837,62.866857142857135,932.4107373878348,11.300045765427573,350.0,550.0,5.0,10.0,0.1300045765427572,20.95685141976069,18.016584454825253,54.69387800142597
45,1,45,46,webui,132.5011601,59.692106966917486,9255.35209959123,1141.2570290820315,48.07428571428572,2634.209549750384,12.64027608800276,350.0,600.0,1.0,10.0,0.2640276088002761,839.9336646669956,43.93174270019196,35.38134701236159
46,1,46,47,webui,204.2908402,48.08269637721688,3709.779036862372,61.53298327191779,54.70499999999999,1903.1853867554096,9.585740017143111,350.0,600.0,2.0,10.0,-0.0414259982856886,64.08204853145357,50.074570074910746,56.97120923621858
47,1,47,48,webui,202.51310175,36.253942658729805,2258.564085778564,45.76515878521154,55.711904761904776,1237.9065662059934,11.971281524137964,350.0,600.0,3.0,10.0,0.1971281524137964,36.743557588958765,29.10726992469868,44.7295199087371
48,1,48,49,webui,204.3186704125,27.6319900271276,935.5236755751476,24.426225532320352,56.56571428571427,980.932739600069,10.214205726856344,350.0,600.0,4.0,10.0,0.0214205726856343,23.903001792869585,27.040096976302785,55.35404429134231
49,1,49,50,webui,202.38761774,24.191847561761552,611.0095873612917,23.504705950366294,56.3777142857143,799.8664437224278,11.657241445000986,350.0,600.0,5.0,10.0,0.1657241445000986,19.60940866501546,20.182674320711826,47.034565816843305
50,1,50,51,webui,133.3323328,57.7555474998039,5724.745670957708,732.6552674648979,71.89714285714285,1525.725545872723,12.8344742752461,400.0,400.0,1.0,10.0,0.28344742752461,524.9860166396176,41.38488613570907,51.518082667916325
51,1,51,52,webui,166.66671116666666,35.221582072426635,4293.46686368964,118.60451147656076,81.52571428571427,1264.101604796237,8.728347694610239,400.0,400.0,2.0,10.0,-0.1271652305389761,133.68688152144023,39.70054267661423,91.89295053771184
52,1,52,53,webui,166.96259113333335,30.751967760028176,1841.236499433968,42.63344220684926,81.22476190476189,905.482338105844,11.842901485281873,400.0,400.0,3.0,10.0,0.1842901485281873,34.776518810281125,25.08468305399856,66.25583846916668
53,1,53,54,webui,178.443498875,24.722483442132077,512.7476302237494,21.269667171825905,82.05928571428572,724.8290172794132,10.49997721513252,400.0,400.0,4.0,10.0,0.0499977215132519,20.2062322758894,23.486415599876374,77.9565083995665
54,1,54,55,webui,172.92485913,20.37689045689077,336.6883022686217,22.013083684012702,83.54342857142855,600.2951803963789,11.371471505432003,400.0,400.0,5.0,10.0,0.1371471505432003,18.994051982081345,17.582257993797267,72.08568539624773
55,1,55,56,webui,161.6783681,42.93711016967395,5602.693753006253,839.6345392439143,65.72999999999999,1913.948199677972,12.999928547830825,400.0,450.0,1.0,10.0,0.2999928547830824,587.7501768416544,30.05628391373774,46.01146965510798
56,1,56,57,webui,142.0537064,44.878487955195965,1594.2439436450495,49.40341649492114,69.88785714285713,1116.6272486492485,9.457121864195512,400.0,450.0,2.0,10.0,-0.0542878135804487,52.08541995983469,47.31484294308006,73.68191610296559
57,1,57,58,webui,171.65146843333332,24.12853915157156,1325.6786138822583,25.760278921781456,70.18666666666665,724.5331682807739,11.696549463201247,400.0,450.0,3.0,10.0,0.1696549463201249,21.389920184115176,20.035013137028653,58.27915150094482
58,1,58,59,webui,175.08916031249998,24.122381224127626,2617.8191072651493,80.32297180772947,72.3125,634.4868898227793,9.70006862543526,400.0,450.0,4.0,10.0,-0.0299931374564739,82.73210974207119,24.84588711996035,74.48137875232128
59,1,59,60,webui,172.89145849000002,23.16140420747864,987.0634751754712,23.06085368241912,73.16942857142855,580.1594537268213,10.771228846295502,400.0,450.0,5.0,10.0,0.0771228846295501,21.282334124410973,21.375129902926883,67.52639117330416
60,1,60,61,webui,151.0757539,66.08309971664836,8949.830043859649,1141.2570290820315,63.92428571428571,1966.4889888435912,12.033333333333331,400.0,500.0,1.0,10.0,0.2033333333333333,909.2014331686852,52.6462027742632,50.92634761904761
61,1,61,62,webui,148.68839186666665,45.73813321658691,3974.652777777774,93.5291560910756,66.99071428571429,1652.5025277433906,10.485714285714286,400.0,500.0,2.0,10.0,0.0485714285714285,88.98631136665193,43.51656674606697,63.73687959183674
62,1,62,63,webui,178.51160126666664,27.34129767638538,1054.1555429833322,21.269667171825905,67.76952380952382,1053.7343210449797,11.728307269818515,400.0,500.0,3.0,10.0,0.1728307269818515,17.593615131857213,22.61588132234849,56.05686774230992
63,1,63,64,webui,197.58420156,21.474632220217057,1744.1948368298342,32.63867990418856,68.47714285714285,817.7812855426263,10.97148580457372,400.0,500.0,4.0,10.0,0.0971485804573719,29.467878483494086,19.388402184178823,61.824685634794754
64,1,64,65,webui,182.17694328,20.95904579471648,1235.2620493224897,28.95158775659203,69.03599999999997,695.3036860432904,9.114186091712506,400.0,500.0,5.0,10.0,-0.0885813908287493,31.516159666771543,22.81562722165592,75.15130489725351
65,1,65,66,webui,139.0949827,59.88598397894765,7449.181547619048,1141.2570290820315,58.50857142857144,2240.351695505868,12.90017406700174,400.0,550.0,1.0,10.0,0.2900174067001739,810.2726251293158,42.51800620768509,41.54006727312525
66,1,66,67,webui,170.711171175,35.47110607869046,2274.09684065934,95.51923536439664,60.41214285714285,1751.5374385833554,9.7,400.0,550.0,2.0,10.0,-0.03,98.38481242532856,36.53523926105117,62.22450714285714
67,1,67,68,webui,170.61531025999997,24.258913509774004,1293.5480237499953,23.807110561709745,59.98000000000002,1109.348056993177,11.614337155429086,400.0,550.0,3.0,10.0,0.1614337155429085,19.96384024739212,20.34270696685713,50.29720574173636
68,1,68,69,webui,172.65724117142855,27.103047541749493,2233.263838435677,29.335189338657397,61.19464285714288,848.5998312280647,11.671360025999316,400.0,550.0,4.0,10.0,0.1671360025999314,24.43222305708207,22.573152517345584,50.96681486946957
69,1,69,70,webui,180.1629522,20.234843934153773,721.8408640871577,33.309164562246025,61.44285714285716,734.2129332416276,9.071430013000017,400.0,550.0,5.0,10.0,-0.0928569986999985,36.40215361270054,22.11379081104216,67.14825644869563
70,1,70,71,webui,151.3701313,61.54701567120908,7530.70979188436,947.28749028749,49.57285714285714,2097.459705482165,11.933333333333335,400.0,600.0,1.0,10.0,0.1933333333333335,764.1452421652417,49.64792597477531,39.98877142857141
71,1,71,72,webui,171.8332234,42.24473854382179,3006.7115992063464,72.36352623875791,52.13071428571429,1389.7544751616867,10.228657164286572,400.0,600.0,2.0,10.0,0.0228657164286572,70.70888236800478,41.278782331676,50.93870815563379
72,1,72,73,webui,173.28050151666665,30.67281440613622,2874.9274013661884,632.979310340257,55.64619047619048,1019.8424055700616,8.757172876714586,400.0,600.0,3.0,10.0,-0.1242827123285414,711.6476958771938,34.48491497528079,62.56204995932209
73,1,73,74,webui,173.9763619125,24.116384569815907,878.0542369993774,24.5424123864396,56.74285714285713,852.8545707983436,11.071291539998294,400.0,600.0,4.0,10.0,0.1071291539998293,21.91320451036539,21.532816693316988,50.66404286160967
74,1,74,75,webui,171.62043542999996,21.21565931911201,1714.7973962540725,30.497437121512604,57.81514285714283,692.8533749805135,11.671435740428644,400.0,600.0,5.0,10.0,0.1671435740428643,25.399986481875462,17.669598194839825,48.1517132462012
75,1,75,76,webui,76.60082145,61.55398991243317,4573.412698412698,615.8430232558139,73.51285714285713,1352.309953854132,13.8,450.0,400.0,1.0,10.0,0.3799999999999999,381.8226744186047,38.16347374570857,45.57797142857143
76,1,76,77,webui,138.3016257,36.935226047173984,2326.742063492063,56.69101686258549,81.10071428571428,786.227580463027,10.471378591570929,450.0,400.0,2.0,10.0,0.0471378591570928,54.01872369424456,35.19417856382691,77.27780023817465
77,1,77,78,webui,149.13069663333332,25.713806001885796,701.8968253968245,21.269667171825905,82.9604761904762,579.7153508813129,11.999999999999998,450.0,400.0,3.0,10.0,0.1999999999999998,17.015733737460728,20.57104480150864,66.36838095238097
78,1,78,79,webui,145.66718609999998,18.943068102902664,791.9154761904765,21.269667171825905,82.58071428571431,464.6609311836388,11.342857142857143,450.0,400.0,4.0,10.0,0.1342857142857143,18.41345472303785,16.399284671941448,71.49130408163266
79,1,79,80,webui,142.21265140999998,17.767451559391564,396.718524747057,21.269667171825905,82.72771428571427,389.66602842065697,11.586016409249613,450.0,400.0,5.0,10.0,0.1586016409249611,17.89626305644654,14.949504587017303,69.60696305002864
80,1,80,81,webui,112.214733,64.6986474638634,5157.294438018122,689.6428571428571,65.20857142857143,1538.8350663488409,12.366661708499947,450.0,450.0,1.0,10.0,0.2366661708499949,526.4277228888071,49.38666630941712,49.77590852197305
81,1,81,82,webui,163.64962853333336,31.34459677170596,3956.354558398292,83.25331495550306,69.46642857142857,1000.1206163099253,11.55735299016828,450.0,450.0,2.0,10.0,0.1557352990168279,70.28783505676564,26.46313662090244,58.648053546226016
82,1,82,83,webui,158.40406689999998,29.16862876878227,2142.833303289334,42.35181666988219,72.12190476190474,804.5401367950619,10.67180049584717,450.0,450.0,3.0,10.0,0.067180049584717,39.50661952599666,27.209078841777277,67.27675162385574
83,1,83,84,webui,158.55681002499998,22.812703307952223,1088.4757111426154,24.485507541164758,73.22500000000001,648.453501166261,11.528601437286014,450.0,450.0,4.0,10.0,0.1528601437286013,20.74264933915456,19.325550201460707,62.03181597547317
84,1,84,85,webui,159.22068036999997,20.09826807885757,1117.1207283108092,27.42555538461341,73.49400000000001,563.4809921536133,11.171411443999828,450.0,450.0,5.0,10.0,0.1171411443999828,24.212894441054686,17.743933955642554,64.88482873346767
85,1,85,86,webui,106.85272065,59.57845737328864,5020.590909090904,429.6422764227641,65.31142857142856,1320.1718589960012,12.016666716333331,450.0,500.0,1.0,10.0,0.2016666716333333,342.9977485436167,47.563468173769095,52.140290151810376
86,1,86,87,webui,123.56353056666666,41.27797947690856,2197.055555555552,34.41220238095237,68.24000000000001,845.7115272069358,10.028571428571428,450.0,500.0,2.0,10.0,0.0028571428571428,34.31388180272108,41.16004239268882,68.04502857142857
87,1,87,88,webui,159.559549475,28.86581154423063,1786.98292545639,30.969192897298782,68.2004761904762,597.2858425236622,11.5712871712843,450.0,500.0,3.0,10.0,0.1571287171284298,26.103043346843343,24.33016360741465,57.484222859118645
88,1,88,89,webui,149.005668775,22.565607010224657,722.1192475693118,21.430120310517143,67.44428571428573,474.4900038819475,11.371337206567176,450.0,500.0,4.0,10.0,0.1371337206567174,18.49132817821484,19.47110136203524,58.19539987725103
89,1,89,90,webui,146.47323054,17.635308455172158,684.2977999348019,21.269667171825905,67.53057142857142,394.3992507980138,11.657131455428456,450.0,500.0,5.0,10.0,0.1657131455428457,17.74500372013323,14.712906018447235,56.33986801683702
90,1,90,91,webui,150.2331163,58.94784937392719,5359.821428571426,887.4791666666667,56.08999999999999,1648.2716267032358,12.266811724834785,450.0,550.0,1.0,10.0,0.2266811724834783,686.3043486120065,45.5854817624659,43.37545303540169
91,1,91,92,webui,160.43325935,41.092799493949805,1904.8940394856947,50.2297670637173,62.07357142857144,1119.047014727768,11.471427158714269,450.0,550.0,2.0,10.0,0.1471427158714268,42.83882272037279,35.04629337365003,52.939897544732425
92,1,92,93,webui,154.54032690000005,26.365065199372165,1668.2739432992576,43.77175354438946,61.35095238095239,812.7339639788726,9.6000742931436,450.0,550.0,3.0,10.0,-0.0399925706856398,45.52229849204787,27.41947193298956,63.80453468067895
93,1,93,94,webui,147.509901425,18.438485734629875,1424.199848349038,28.376846733685746,62.39821428571428,641.0936356004113,10.871584372432704,450.0,550.0,4.0,10.0,0.0871584372432703,25.903565118485893,16.8314161328672,56.95968344180072
94,1,94,95,webui,155.00670652000002,20.745943394932223,1015.452403408216,23.82302766971609,62.718,546.2421936402781,11.143087359187613,450.0,550.0,5.0,10.0,0.1143087359187612,21.099847491033174,18.374500830015347,55.54878470064714
95,1,95,96,webui,108.89476325,56.55175719453579,5210.656832298136,552.2142857142856,52.38142857142857,1437.4265004981753,13.78,450.0,600.0,1.0,10.0,0.3780000000000001,343.4772857142856,35.17519297500125,32.58124857142857
96,1,96,97,webui,138.30340927499998,41.700517427452304,1911.3609096270084,55.27127084953764,55.46785714285714,899.7344280381927,10.985714285714286,450.0,600.0,2.0,10.0,0.0985714285714285,49.82310272294036,37.590037852460576,50.0003112244898
97,1,97,98,webui,139.57248718,30.210642148113592,794.7521967408632,28.48950518206029,56.50428571428572,663.808781806578,11.899955728142416,450.0,600.0,3.0,10.0,0.1899955728142416,23.07662532580045,24.47075388809668,45.76872158354043
98,1,98,99,webui,155.61036408571428,21.878352507131225,322.2986638177317,25.14512343467054,55.71785714285715,528.3088508162015,10.671397161142542,450.0,600.0,4.0,10.0,0.0671397161142541,23.45688698560888,20.40944613075485,51.97697603179115
99,1,99,100,webui,147.14598291666667,20.562338405666768,858.949584240036,21.269667171825905,56.48914285714286,439.4212121650007,11.7571485968572,450.0,600.0,5.0,10.0,0.1757148596857201,17.53227058916655,16.949229997904737,46.56316104623341
100,1,100,101,webui,132.31516415,57.192646378934285,3502.027777777776,341.8318488943488,76.21428571428571,1008.6531915328812,13.89999404779994,500.0,400.0,1.0,10.0,0.3899994047799939,208.51763129070795,34.88754833335724,46.49075964998188
101,1,101,102,webui,130.17247905,36.222030613202826,3461.2500000000005,565.6013431013431,79.92642857142857,632.8737997832437,9.942857142857145,500.0,400.0,2.0,10.0,-0.0057142857142855,568.8333507762078,36.42901364527827,80.38315102040815
102,1,102,103,webui,133.25983598333332,27.07871355493721,978.8358585858582,28.085624485333785,83.11619047619047,554.4670784935839,9.05714285714286,500.0,400.0,3.0,10.0,-0.0942857142857141,30.73369765109382,29.63184940440271,90.95285986394556
103,1,103,104,webui,131.9867078,17.730416060920888,1037.7732426303844,30.17228213525643,83.59749999999998,444.76056607714406,11.44285714285714,500.0,400.0,4.0,10.0,0.1442857142857141,25.818852855740865,15.17217031498802,71.535575
104,1,104,105,webui,127.94084302000002,19.37797878326278,199.26116239013868,21.269667171825905,83.90342857142856,371.594293309903,11.171370039849704,500.0,400.0,5.0,10.0,0.1171370039849703,18.77820208356074,17.108100405307056,74.07523232450446
105,1,105,106,webui,104.1725932,54.810968763006514,4784.238095238094,377.4332430340558,62.34000000000001,1226.7721816149935,14.16,500.0,450.0,1.0,10.0,0.416,220.42101393188855,32.0096057575958,36.406560000000006
106,1,106,107,webui,114.36185545,40.29742947787764,1211.0361344537794,55.19321950194245,71.7057142857143,704.7476482066808,9.885767154714816,500.0,450.0,2.0,10.0,-0.0114232845285185,55.823707352358106,40.75775848057135,72.52482906232066
107,1,107,108,webui,132.83918766666667,25.50115368261347,756.9944824083483,33.08348595848596,73.04190476190476,498.3288643882078,11.742857142857142,500.0,450.0,3.0,10.0,0.1742857142857142,27.31750697714984,21.05666689792941,60.311744217687085
108,1,108,109,webui,127.0219718625,21.819792117398197,943.3608803148104,25.93982926936351,73.11749999999999,410.4836265283192,10.52859144742877,500.0,450.0,4.0,10.0,0.052859144742877,24.568672079408707,20.66641656760516,69.25257148426269
109,1,109,110,webui,123.47133653,16.309353394002255,176.676906769856,23.419132805576744,74.70485714285718,355.4189297164934,10.285785730000716,500.0,450.0,5.0,10.0,0.0285785730000714,22.7498474090942,15.843255347447798,72.56989892954012
110,1,110,111,webui,100.097994,63.12341984056726,3937.465517241378,243.77513227513225,60.95428571428571,1102.9028315564751,13.76,500.0,500.0,1.0,10.0,0.376,152.1156825396825,39.38901398051397,38.03547428571428
111,1,111,112,webui,150.08314825,32.53506950832164,1948.4132775996068,54.024429479580455,64.41214285714287,627.4515075551238,8.7000271695717,500.0,500.0,2.0,10.0,-0.12999728304283,61.04745852986488,36.76454014801308,72.78554642353807
112,1,112,113,webui,122.228268675,23.22959846856379,1491.919886244831,45.93863747838298,67.38238095238096,533.7279571841902,11.128564327285645,500.0,500.0,3.0,10.0,0.1128564327285644,40.75416672816194,20.607988851684755,59.77784580933807
113,1,113,114,webui,144.6553993,22.07326263490917,627.3178299248519,22.623298809095505,65.92607142857142,445.5546059563495,11.699948592856629,500.0,500.0,4.0,10.0,0.1699948592856628,18.77745431146581,18.32092145931231,54.71897819281487
114,1,114,115,webui,141.63036644000002,17.445221243048675,501.2438580519115,21.269667171825905,66.96457142857142,373.5158018375724,11.499951439428088,500.0,500.0,5.0,10.0,0.1499951439428088,18.079320382772245,14.828522771583444,56.92021089807435
115,1,115,116,webui,108.36701325,70.97512251696294,3351.770526315789,374.5919913419912,54.15285714285714,1073.770598541215,13.8,500.0,550.0,1.0,10.0,0.38,232.2470346320345,44.004575960517016,33.574771428571424
116,1,116,117,webui,107.8033933,41.74827513319977,401.6024485414864,27.22432369308055,59.22714285714286,504.4911335813863,11.2856743059996,500.0,550.0,2.0,10.0,0.1285674305999601,23.724162346039567,36.38080666734407,51.61246127822322
117,1,117,118,webui,121.66381244999998,20.39094173499208,884.023119746918,21.269667171825905,60.64190476190476,356.6881700209364,11.52863288328633,500.0,550.0,3.0,10.0,0.1528632883286329,18.01831590628502,17.273915329263627,51.37198378948821
118,1,118,119,webui,115.67777554285716,22.165812836084797,160.06135289539415,21.269667171825905,59.84428571428568,281.8500180286772,11.428620031714772,500.0,550.0,4.0,10.0,0.1428620031714771,18.231039912868248,18.99916041239768,51.29481117877662
119,1,119,120,webui,123.32763254,21.246539154306014,540.9411384177951,24.18494123227501,61.08285714285713,250.2772116140985,10.071440006571544,500.0,550.0,5.0,10.0,0.0071440006571544,24.0121639962184,21.0947538646254,60.64648117128769
